item_code;註記;(箱)長cm;(箱)寬cm;(箱)高cm;(箱)重量;箱入數;板入數;庫存量;庫存單位;庫存換算(箱);目前庫存(PCS)
10033034001;茶裏王日式綠茶無糖Pet1250 ml;35;27;31;16;12;55;5695;PCS;474.6;496
10033036001;冷泡茶三京綠茶無糖 585ml;40;28;24;15.2;24;56;3167;PCS;132;#N/A
10033037001;御茶園特上綠茶 250ml;35;21;11;6.58;24;135;15822;PCS;659.3;9186
10033038001;御茶園冰釀綠茶微甜Pet1250ml;35;27;31;16.57;12;50;1230;PCS;102.5;278
10033041001;愛之味健康油切分解茶無糖 590ml;39;26;24;15.762;24;54;23039;PCS;960;3564
10033043001;御茶園台灣四季春PET550ml;41;27;24;14.3;24;63;17912;PCS;746.4;1548
10033044001;悅氏梅子綠茶微甜Pet2000ml;35;23;31;17.67;8;52;1149;PCS;143.7;341
10033046001;古道梅子綠茶微甜Pet600ml;42;28;24;16.36;24;54;1654;PCS;69;0
10033048001;古道百香綠茶微甜Pet600ml;43;28;24;16.28;24;54;556;PCS;23.2;80
10033049001;悅氏健茶到油切綠無糖Pet 2000ml;35;23;31;17.16;8;52;1823;PCS;227.9;94
10033050001;愛之味春心茶 Pet 500ml 愛之味春心茶;38;25;24;14.9;24;60;483;PCS;20.2;1996
10033052001;超油切綠茶無糖Pet600ml;43;28;22;15.4;24;54;381;PCS;15.9;20
10033053001;悅氏四季春茶2000ml;38;22;31;17.07;8;52;1361;PCS;170.2;31
10033054001;黑松茶尋味台灣青茶 590ml;41;28;24;15.28;24;54;4633;PCS;193.1;1124
10033056001;御茶園特撰冰釀綠茶550ml;40;27;24;14.55;24;63;4404;PCS;183.5;312
10033057001;每朝健康雙纖綠茶650ml;40;27;23;17.18;24;45;21888;PCS;912;1320
10033060001;黑松茶尋味贅煎茶 535ml;41;27;24;13.94;24;54;3114;PCS;129.8;#N/A
10033062001;生活泡沫綠茶-微甜Pet590ml;42;28;24;16.35;24;54;952;PCS;39.7;0
10033064001;統一麥香綠茶TP375ml;40;20;14;9.82;24;84;10392;PCS;433;3948
10033065001;御茶園台灣四季春 1250ml;35;26;31;15.97;12;50;2087;PCS;174;637
10033066001;御茶園日式生茶 550ml;40;27;24;14.27;24;63;6366;PCS;265.3;912
10033068001;波蜜靠茶初茗綠茶 250ml;35;20;11;5;24;140;10211;PCS;425.5;1872
10033070001;黑松茶花綠茶-無糖Pet580ml;42;28;24;15.46;24;54;18604;PCS;775.2;1760
10033073001;爽健美茶PET 1250ml;37;28;31;16.57;12;55;2321;PCS;193.5;491
10033074001;爽健美茶PET 535ml;42;28;24;14.25;24;63;6216;PCS;259;416
10033075001;悅氏茶花綠茶無糖 2000ml;34;24;31;17.65;8;52;1448;PCS;181;255
10033082001;御茶園綠茶-研磨綠茶入550ml;34;27;24;14.6;24;63;342;PCS;14.3;400
10034002001;泰山冰鎮芭樂綠茶Pet535ml;42;29;24;14;24;63;803;PCS;33.5;28
10034003001;光泉茉莉柚茶TP250ml;34;20;11;6.64;24;140;21328;PCS;888.7;3462
10034004001;立頓檸檬紅茶TP250ml;34;20;11;6.67;24;140;8914;PCS;371.5;4884
10034006001;古道綠茶Pet 2L;38;22;32;17.33;8;52;87;PCS;10.9;0
10034007001;泰山冰鎮水果茶 535ml;42;27;22;14.5;24;63;338;PCS;14.1;1068
10034011001;茉莉茶園蘋果紅茶 250ml;34;20;11;6.665;24;140;5058;PCS;210.8;2094
10034012001;雀巢茶品檸檬茶530ml;41;28;24;14.2;24;63;1134;PCS;47.3;8
10034013001;貝思寶兒蜜桃果茶 330ml;35;21;14;9;24;105;1112;PCS;46.4;0
10034014001;雀巢茶品檸檬茶TP300ml;35;20;13;7.87;24;112;9726;PCS;405.3;900
10034015001;貝思寶兒覆盆子果茶 330ml;35;21;14;9;24;105;282;PCS;11.8;240
10034016001;波蜜靠茶四季青茶580ml;43;29;25;15.434;24;54;12244;PCS;510.2;404
10034017001;茉莉茶園檸檬茶 250ml;35;21;12;6.6;24;140;1167;PCS;48.7;942
10034018001;雀巢茶品檸檬茶 1250ml;37;28;31;16.43;12;55;562;PCS;46.9;64
10034019001;御茶園特上檸檬茶 250ml;35;20;12;6.66;24;135;34728;PCS;1447;8184
10034020001;飛想茶檸檬紅茶300ml;27;21;13;5.97;18;152;7197;PCS;399.9;918
10034022001;伊藤園TEASTEA蘋果紅茶535ml;42;28;24;14.38;24;63;595;PCS;24.8;52
10034023001;飛想茶檸檬紅茶580ml;43;29;24;15.37;24;54;787;PCS;32.8;32
10034024001;波爾茶檸檬口味 320ml;41;27;12;8.5;24;108;980;PCS;40.9;312
10034025001;泰山冰鎮水果茶TP250ml;35;20;11;6.7;24;140;13678;PCS;570;6264
10034026001;飛想茶檸檬紅茶1250ml;38;28;29;15.6;12;55;351;PCS;29.3;76
10034027001;古道百香綠茶300ml;35;20;13;8;24;105;3162;PCS;131.8;1818
10034029001;Aloha Maid 檸檬風味冰茶 340ml;41;28;13;9;24;99;48;PCS;2;48
10034031001;KIRIN 午後紅茶-檸檬紅茶500ml;37;25;22;12.98;24;65;513;PCS;21.4;98
10034032001;古道梅子綠茶300ml;35;20;13;8;24;105;6529;PCS;272.1;270
10034033001;御茶園特上檸檬茶PET550ml;42;28;24;14.5;24;63;2397;PCS;99.9;1532
10034034001;Aloha Maid 蘋果風味冰茶 340ml;41;28;13;9;24;99;48;PCS;2;48
10034036001;泰山冰鎮葡萄鮮冰茶 250ml;35;20;11;6.65;24;140;7300;PCS;304.2;6444
10034039001;雀巢茶品翡翠檸檬蜜茶300ml;35;20;13;7.9;24;112;3057;PCS;127.4;426
10034040001;雀巢茶品翡翠檸檬蜜茶 530ml;40;28;24;14.3;24;63;254;PCS;10.6;80
10034041001;伊藤園TEASTEA蜜桃紅茶535ml;42;28;24;14.38;24;63;490;PCS;20.5;11
10034042001;光泉茉莉蜜茶TP250ml;34;20;11;6.64;24;140;45287;PCS;1887;7374
10034043001;茶本淨草本舒壓有機洋甘菊茶580ml;42;28;24;15.5;24;54;617;PCS;25.8;40
