item_code,(箱)長cm,(箱)寬cm,(箱)高cm,max_comp_number
14505008001,41.0,30.0,13.0,10
14505009001,26.0,18.0,12.0,37
14505011001,37.0,32.0,14.0,12
14505013001,35.0,32.0,14.0,12
14505014001,42.0,29.0,18.0,7
14505016001,46.0,33.0,20.0,4
14505020001,40.0,34.0,14.0,6
14505021001,40.0,33.0,14.0,6
14505026001,36.0,32.0,14.0,12
14505031001,43.0,28.0,22.0,6
14505032001,33.0,29.0,12.0,15
14505035001,42.0,32.0,27.0,5
14505039001,36.0,29.0,13.0,13
14505041001,39.0,31.0,12.0,15
14505043001,37.0,31.0,14.0,12
14505046001,37.0,29.0,13.0,13
14505047001,51.0,36.0,18.0,5
14505048001,31.0,30.0,14.0,12
14505052001,40.0,33.0,21.0,4
14505053001,36.0,29.0,13.0,13
14505058001,40.0,33.0,21.0,4
14505059001,41.0,30.0,13.0,10
14505065001,32.0,30.0,14.0,12
14505088001,45.0,29.0,13.0,10
14505099001,42.0,33.0,13.0,6
14505102001,41.0,33.0,14.0,6
14505105001,35.0,34.0,15.0,12
14505106001,35.0,34.0,15.0,12
14505115001,38.0,33.0,14.0,12
14505125001,31.0,20.0,25.0,11
14505138001,42.0,34.0,13.0,6
14505139001,31.0,19.0,25.0,11
14505148001,55.0,29.0,32.0,4
14505899001,40.0,31.0,13.0,10
14505911001,41.0,28.0,17.0,7
14505913001,40.0,32.0,28.0,4
14505917001,39.0,31.0,12.0,15
14505926001,34.0,32.0,27.0,6
14505931001,40.0,33.0,28.0,3
14505946001,40.0,33.0,27.0,3
14505947001,40.0,31.0,26.0,5
14505954001,38.0,22.0,24.0,12
14505958001,33.0,21.0,25.0,10
14505973001,37.0,32.0,14.0,12
14505996001,41.0,32.0,27.0,5
14506001001,46.0,26.0,23.0,5
14506002001,41.0,32.0,28.0,4
14506004001,36.0,23.0,22.0,12
14506005001,46.0,25.0,23.0,5
14506006001,46.0,26.0,23.0,5
14506007001,46.0,26.0,23.0,5
14506008001,51.0,26.0,38.0,3
14506011001,38.0,24.0,13.0,20
14506012001,37.0,24.0,11.0,24
14506013001,65.0,28.0,40.0,1
14506014001,34.0,32.0,28.0,6
14506015001,39.0,32.0,27.0,6
14506016001,34.0,30.0,28.0,6
14506018001,40.0,22.0,12.0,15
14506019001,35.0,23.0,20.0,13
14506020001,66.0,33.0,21.0,2
14506021001,66.0,32.0,21.0,2
14506024001,46.0,23.0,27.0,5
14506025001,38.0,33.0,14.0,12
14506031001,37.0,33.0,28.0,6
14506032001,36.0,23.0,21.0,12
14506033001,37.0,24.0,16.0,16
14506036001,37.0,32.0,27.0,6
14506038001,46.0,23.0,14.0,12
14506039001,35.0,24.0,18.0,15
14506041001,37.0,35.0,21.0,8
14506042001,36.0,24.0,16.0,16
14506043001,46.0,23.0,27.0,5
14506044001,50.0,40.0,29.0,3
14506045001,46.0,23.0,27.0,5
14506046001,46.0,23.0,27.0,5
14506048001,35.0,23.0,12.0,22
14506049001,28.0,25.0,10.0,31
14506051001,52.0,40.0,29.0,3
14506053001,46.0,23.0,27.0,5
14506054001,36.0,23.0,21.0,12
14506056001,35.0,24.0,18.0,15
14506057001,36.0,24.0,16.0,16
14506059001,40.0,22.0,14.0,12
14506060001,51.0,35.0,23.0,3
14506061001,65.0,33.0,24.0,1
14506062001,46.0,26.0,23.0,5
14506065001,28.0,25.0,10.0,31
14506066001,27.0,24.0,10.0,36
14506067001,29.0,24.0,10.0,36
14506069001,46.0,26.0,23.0,5
14506070001,52.0,39.0,25.0,3
14506071001,45.0,30.0,20.0,6
14506072001,27.0,24.0,10.0,36
14506074001,38.0,32.0,29.0,6
14506076001,63.0,35.0,27.0,1
14506081001,38.0,26.0,13.0,17
14506082001,38.0,26.0,13.0,17
14506084001,37.0,23.0,12.0,22
14506085001,37.0,32.0,28.0,6
14506087001,40.0,32.0,28.0,4
14506089001,33.0,32.0,28.0,6
14506090001,53.0,39.0,25.0,3
14506092001,37.0,32.0,14.0,12
14506096001,39.0,27.0,23.0,9
14506099001,53.0,37.0,14.0,6
14506100001,36.0,35.0,16.0,11
14506102001,41.0,32.0,28.0,4
14506103001,36.0,27.0,16.0,14
14506106001,65.0,33.0,24.0,1
14506109001,54.0,36.0,29.0,3
14506111001,37.0,31.0,14.0,12
14506112001,63.0,35.0,27.0,1
14506115001,31.0,24.0,19.0,14
14506122001,36.0,34.0,28.0,6
14506124001,53.0,31.0,43.0,2
14506126001,47.0,32.0,28.0,4
14506127001,65.0,27.0,41.0,1
14506128001,40.0,33.0,43.0,2
14506129001,35.0,32.0,14.0,12
14506130001,54.0,36.0,29.0,3
14506131001,54.0,36.0,29.0,3
14506132001,48.0,30.0,43.0,3
14506135001,62.0,34.0,27.0,1
14506139001,48.0,30.0,43.0,3
14506140001,40.0,32.0,27.0,5
14506141001,51.0,40.0,28.0,3
14506142001,36.0,34.0,28.0,6
14506143001,46.0,32.0,28.0,4
14506144001,36.0,24.0,28.0,9
14506145001,46.0,35.0,27.0,3
14506150001,51.0,40.0,32.0,2
14506153001,40.0,29.0,31.0,4
14506159001,46.0,30.0,15.0,9
14506160001,36.0,24.0,15.0,18
14506164001,53.0,37.0,30.0,3
14506165001,44.0,34.0,13.0,6
14506171001,65.0,33.0,20.0,2
14506174001,34.0,32.0,27.0,6
14506176001,37.0,26.0,10.0,22
14506178001,53.0,37.0,26.0,3
14506183001,35.0,28.0,16.0,14
14506190001,45.0,27.0,18.0,7
14506191001,45.0,27.0,19.0,7
14506192001,55.0,29.0,18.0,7
14506199001,52.0,28.0,26.0,5
14506203001,46.0,29.0,15.0,9
14506204001,47.0,29.0,15.0,9
14506205001,36.0,20.0,26.0,11
14506206001,37.0,24.0,18.0,15
14506211001,46.0,30.0,15.0,9
14506213001,40.0,31.0,15.0,9
14506217001,47.0,29.0,15.0,9
14506220001,47.0,29.0,15.0,9
14506222001,39.0,33.0,42.0,2
14506225001,38.0,32.0,14.0,12
14506230001,31.0,27.0,12.0,18
14506235001,51.0,34.0,24.0,3
14506239001,40.0,16.0,21.0,11
14506242001,42.0,33.0,28.0,3
14506243001,50.0,35.0,24.0,3
14506246001,73.0,30.0,19.0,2
14506248001,40.0,30.0,25.0,5
14506250001,30.0,30.0,21.0,8
14506254001,40.0,41.0,29.0,3
14506261001,49.0,31.0,43.0,2
14506262001,50.0,29.0,43.0,3
14506264001,37.0,32.0,28.0,6
14506266001,40.0,16.0,21.0,11
14506267001,41.0,16.0,22.0,11
14506275001,36.0,35.0,16.0,11
14506281001,35.0,35.0,16.0,11
14506286001,40.0,33.0,28.0,3
14506291001,34.0,33.0,28.0,6
14506296001,42.0,29.0,11.0,12
14506298001,37.0,24.0,14.0,19
14506303001,41.0,33.0,17.0,5
14506313001,38.0,24.0,12.0,22
14506314001,38.0,24.0,15.0,18
14506315001,39.0,24.0,12.0,22
14506323001,40.0,40.0,29.0,3
14506328001,44.0,34.0,13.0,6
14506329001,44.0,34.0,13.0,6
14506330001,36.0,31.0,14.0,12
14506334001,38.0,31.0,14.0,12
14506336001,47.0,29.0,15.0,9
14506339001,34.0,33.0,28.0,6
14506340001,36.0,31.0,14.0,12
14506341001,53.0,36.0,26.0,3
14506342001,54.0,27.0,29.0,5
14506348001,45.0,24.0,30.0,5
14506349001,54.0,31.0,21.0,6
14506352001,39.0,23.0,12.0,22
14506354001,52.0,32.0,23.0,5
14506357001,28.0,28.0,12.0,22
14506358001,44.0,34.0,13.0,6
14506360001,47.0,23.0,27.0,5
14506364001,47.0,32.0,23.0,5
14506366001,45.0,27.0,16.0,8
14506367001,65.0,34.0,18.0,2
14506375001,37.0,32.0,28.0,6
14506376001,30.0,30.0,21.0,8
14506378001,41.0,32.0,28.0,4
14506383001,36.0,32.0,26.0,6
14506386001,31.0,27.0,12.0,18
14506392001,46.0,30.0,24.0,5
14506393001,45.0,26.0,29.0,5
14506397001,60.0,36.0,22.0,2
14506400001,32.0,32.0,28.0,6
14506402001,43.0,26.0,37.0,3
14506404001,68.0,38.0,24.0,1
14506408001,30.0,30.0,21.0,8
14506410001,46.0,35.0,27.0,3
14506411001,60.0,36.0,22.0,2
14506412001,30.0,30.0,21.0,8
14506444001,51.0,34.0,25.0,3
14506484001,50.0,41.0,32.0,2
14506488001,40.0,40.0,27.0,3
14506489001,40.0,32.0,28.0,4
14506490001,40.0,32.0,28.0,4
14506523001,51.0,28.0,23.0,5
14506526001,51.0,28.0,23.0,5
14506536001,39.0,30.0,21.0,8
14506538001,41.0,37.0,19.0,4
14506631001,34.0,33.0,26.0,6
14506636001,39.0,30.0,21.0,8
14506638001,39.0,31.0,19.0,9
14506639001,39.0,31.0,19.0,9
14506640001,39.0,31.0,19.0,9
14506641001,43.0,41.0,22.0,4
14506642001,43.0,41.0,22.0,4
14506645001,60.0,36.0,22.0,2
14506646001,60.0,36.0,22.0,2
14506647001,43.0,41.0,22.0,4
14506887001,37.0,33.0,14.0,12
14506888001,37.0,33.0,14.0,12
14506889001,35.0,32.0,28.0,6
14506890001,35.0,33.0,28.0,6
14506893001,43.0,35.0,34.0,2
14506898001,43.0,35.0,34.0,2
14506899001,43.0,35.0,34.0,2
14506999001,51.0,34.0,24.0,3
14507015001,29.0,18.0,28.0,15
14507029001,57.0,20.0,18.0,10
14507042001,42.0,29.0,14.0,9
14507044001,42.0,36.0,33.0,2
14507045001,42.0,36.0,26.0,3
14507047001,41.0,28.0,14.0,9
14507061001,40.0,30.0,15.0,9
14507076001,31.0,14.0,28.0,16
14507083001,25.0,21.0,28.0,15
14507085001,25.0,20.0,28.0,15
14507087001,25.0,20.0,28.0,15
14507202001,54.0,26.0,33.0,3
14508002001,48.0,38.0,48.0,2
14508003001,57.0,38.0,23.0,3
14508004001,52.0,39.0,42.0,2
14508008001,56.0,37.0,23.0,3
14508013001,59.0,43.0,29.0,3
14508016001,53.0,47.0,25.0,3
14508017001,33.0,32.0,24.0,7
14508018001,63.0,41.0,26.0,1
14508022001,39.0,25.0,25.0,9
14508028001,56.0,37.0,23.0,3
14508898001,55.0,41.0,47.0,2
14508903001,55.0,35.0,39.0,2
14508917001,40.0,28.0,19.0,7
14508918001,40.0,28.0,19.0,7
14508924001,63.0,40.0,45.0,1
14509001001,47.0,30.0,39.0,3
14509002001,60.0,37.0,23.0,1
14509004001,40.0,30.0,20.0,6
14509005001,46.0,33.0,27.0,3
14509007001,56.0,35.0,26.0,3
14509008001,43.0,31.0,27.0,5
14509009001,61.0,36.0,23.0,1
14509010001,51.0,38.0,44.0,2
14509011001,60.0,31.0,41.0,1
14509013001,44.0,27.0,27.0,5
14509015001,30.0,30.0,29.0,6
14509016001,49.0,38.0,27.0,3
14509017001,38.0,26.0,22.0,10
14509021001,33.0,26.0,13.0,17
14509024001,30.0,29.0,37.0,6
14509025001,30.0,29.0,29.0,6
14509026001,30.0,30.0,40.0,4
14509027001,47.0,29.0,13.0,10
14509028001,54.0,30.0,42.0,3
14509029001,30.0,29.0,31.0,6
14509034001,33.0,26.0,13.0,17
14509035001,33.0,26.0,13.0,17
14509036001,51.0,36.0,23.0,3
14509037001,33.0,26.0,13.0,17
14509040001,57.0,40.0,32.0,2
14509042001,52.0,27.0,18.0,7
14509044001,33.0,26.0,13.0,17
14509045001,30.0,30.0,21.0,8
14510014001,54.0,36.0,13.0,6
14510026001,41.0,28.0,21.0,6
14510202001,43.0,33.0,15.0,6
14511005001,54.0,36.0,13.0,6
14511067001,41.0,28.0,21.0,6
14512005001,47.0,32.0,25.0,5
14512007001,47.0,31.0,25.0,5
14512013001,50.0,24.0,21.0,8
14512015001,45.0,30.0,21.0,6
14512899001,48.0,32.0,25.0,5
14512916001,51.0,39.0,17.0,5
14520003001,41.0,27.0,11.0,12
14520044001,50.0,31.0,23.0,5
14520065001,35.0,29.0,34.0,6
14520066001,35.0,29.0,34.0,6
14520067001,35.0,29.0,34.0,6
14520068001,35.0,29.0,34.0,6
14520080001,42.0,33.0,25.0,3
14520081001,41.0,29.0,19.0,7
14521012001,39.0,31.0,16.0,11
14521015001,27.0,21.0,10.0,40
14521019001,40.0,22.0,17.0,10
14521024001,40.0,22.0,17.0,10
14521035001,45.0,33.0,18.0,5
14521065001,41.0,28.0,10.0,13
14521085001,39.0,31.0,16.0,11
14521147001,21.0,19.0,13.0,41
14521148001,21.0,19.0,13.0,41
14521156001,35.0,29.0,34.0,6
14521157001,35.0,29.0,34.0,6
14521158001,35.0,29.0,34.0,6
14521159001,36.0,30.0,34.0,6
14521166001,36.0,31.0,15.0,12
14521168001,36.0,31.0,15.0,12
14521178001,48.0,27.0,20.0,6
14521179001,48.0,27.0,20.0,6
14521180001,48.0,27.0,20.0,6
14521181001,48.0,27.0,20.0,6
14521188001,41.0,27.0,11.0,12
14522015001,31.0,24.0,13.0,20
14522043001,21.0,19.0,13.0,41
14522044001,21.0,19.0,13.0,41
14522048001,35.0,29.0,34.0,6
14522049001,36.0,29.0,34.0,6
14522050001,35.0,29.0,34.0,6
14522051001,35.0,29.0,34.0,6
14522059001,35.0,31.0,15.0,12
14522065001,36.0,30.0,34.0,6
14522066001,27.0,16.0,22.0,22
14522067001,27.0,16.0,22.0,22
14522070001,41.0,29.0,19.0,7
14523002001,36.0,20.0,16.0,19
14523003001,31.0,29.0,19.0,9
14523006001,26.0,13.0,17.0,38
14523010001,36.0,20.0,16.0,19
14523014001,35.0,20.0,16.0,19
14523015001,36.0,20.0,16.0,19
14523016001,36.0,20.0,16.0,19
14523017001,35.0,20.0,15.0,21
14523018001,35.0,20.0,15.0,21
14523022001,36.0,20.0,16.0,19
14523028001,30.0,27.0,20.0,11
14523029001,30.0,27.0,20.0,11
14523030001,30.0,27.0,20.0,11
14523031001,30.0,27.0,20.0,11
14523039001,31.0,29.0,19.0,9
14523101001,41.0,33.0,18.0,5
14524015001,41.0,31.0,22.0,6
14524043001,44.0,30.0,17.0,7
14524044001,44.0,30.0,16.0,8
14600003001,39.0,13.0,18.0,27
14600005001,61.0,38.0,9.0,5
14600006001,37.0,19.0,24.0,14
14600007001,37.0,19.0,24.0,14
14600010001,13.0,9.0,11.0,195
14600011001,37.0,19.0,20.0,16
14600013001,38.0,19.0,21.0,14
14600016001,17.0,13.0,11.0,90
14600017001,47.0,32.0,16.0,8
14600020001,38.0,20.0,20.0,15
14600021001,34.0,25.0,20.0,11
14600022001,32.0,25.0,20.0,11
14600023001,50.0,36.0,12.0,7
14600025001,37.0,19.0,21.0,14
14600026001,40.0,13.0,18.0,17
14600030001,33.0,25.0,21.0,10
14600032001,37.0,20.0,22.0,13
14600041001,13.0,12.0,9.0,180
14600898001,37.0,21.0,12.0,22
14600899001,28.0,19.0,16.0,28
14600907001,20.0,13.0,16.0,51
14600912001,38.0,18.0,20.0,17
14600999001,40.0,30.0,15.0,9
14601001001,44.0,34.0,15.0,6
14601002001,51.0,36.0,18.0,5
14601003001,46.0,28.0,16.0,8
14601004001,44.0,22.0,36.0,4
14601007001,33.0,25.0,20.0,11
14601009001,32.0,25.0,20.0,11
14601010001,31.0,24.0,11.0,24
14601012001,32.0,25.0,12.0,18
14601015001,50.0,21.0,28.0,6
14601016001,52.0,27.0,20.0,6
14601019001,41.0,33.0,15.0,6
14601023001,47.0,9.0,15.0,30
14601026001,31.0,24.0,23.0,11
14601027001,42.0,23.0,15.0,12
14601028001,44.0,33.0,14.0,6
14601030001,30.0,23.0,23.0,11
14601031001,38.0,26.0,15.0,15
14601032001,44.0,31.0,16.0,8
14601046001,40.0,35.0,19.0,4
14601047001,42.0,25.0,20.0,6
14601051001,30.0,23.0,17.0,15
14601063001,34.0,24.0,29.0,7
14601065001,34.0,28.0,19.0,11
14601067001,37.0,28.0,21.0,10
14601073001,34.0,24.0,30.0,7
14601899001,32.0,26.0,22.0,10
14601999001,37.0,28.0,21.0,10
14602002001,14.0,11.0,13.0,118
14602011001,12.0,9.0,11.0,195
14602013001,39.0,13.0,18.0,27
14602019001,14.0,9.0,11.0,170
14602022001,27.0,18.0,12.0,37
14602023001,12.0,9.0,11.0,195
14602024001,13.0,12.0,9.0,180
14602025001,13.0,12.0,9.0,180
14602026001,12.0,9.0,11.0,195
14602027001,13.0,12.0,9.0,180
14602028001,12.0,9.0,11.0,195
14602029001,13.0,12.0,9.0,180
14602030001,13.0,12.0,9.0,180
14602031001,13.0,12.0,9.0,180
14602033001,43.0,33.0,20.0,4
14602034001,43.0,32.0,13.0,10
14602035001,43.0,32.0,13.0,10
14602036001,43.0,32.0,13.0,10
14602037001,43.0,32.0,13.0,10
14602044001,14.0,11.0,13.0,118
14602045001,13.0,12.0,9.0,180
14602047001,13.0,8.0,11.0,219
14602049001,14.0,11.0,13.0,118
14602050001,12.0,18.0,12.0,90
14602051001,14.0,11.0,13.0,118
14602052001,14.0,11.0,13.0,118
14602055001,14.0,11.0,13.0,118
14602058001,27.0,18.0,12.0,37
14602060001,26.0,18.0,12.0,37
14602061001,27.0,18.0,12.0,37
14602062001,16.0,11.0,16.0,85
14602063001,27.0,18.0,12.0,37
14602064001,16.0,11.0,16.0,85
14602074001,12.0,18.0,12.0,90
14602075001,13.0,12.0,9.0,180
14602085001,22.0,15.0,17.0,42
14602086001,22.0,15.0,17.0,42
14602087001,22.0,15.0,17.0,42
14602089001,22.0,15.0,17.0,42
14602091001,22.0,15.0,17.0,42
14602092001,22.0,15.0,17.0,42
14602093001,13.0,12.0,9.0,180
14602097001,13.0,12.0,9.0,180
14602098001,13.0,12.0,9.0,180
14602099001,13.0,12.0,9.0,180
14602100001,13.0,12.0,9.0,180
14602101001,13.0,12.0,9.0,180
14602107001,13.0,9.0,11.0,195
14602108001,13.0,9.0,12.0,180
14602109001,13.0,9.0,12.0,180
14602110001,13.0,9.0,12.0,180
14602111001,13.0,9.0,12.0,180
14602112001,18.0,13.0,11.0,90
14602113001,18.0,13.0,11.0,90
14602115001,13.0,9.0,11.0,195
14602116001,13.0,9.0,11.0,195
14602119001,17.0,13.0,11.0,90
14602120001,22.0,16.0,11.0,61
14603001001,18.0,18.0,15.0,48
14603003001,44.0,32.0,28.0,4
14603004001,44.0,32.0,28.0,4
14603005001,42.0,31.0,26.0,5
14603009001,42.0,33.0,13.0,6
14603010001,42.0,31.0,26.0,5
14603012001,42.0,31.0,26.0,5
14603013001,18.0,18.0,15.0,48
14603014001,18.0,18.0,15.0,48
14603016001,42.0,30.0,21.0,6
14603019001,42.0,31.0,26.0,5
14603026001,18.0,18.0,15.0,48
14603030001,43.0,32.0,28.0,4
14603038001,24.0,22.0,13.0,27
14603113001,27.0,12.0,16.0,45
14603114001,27.0,12.0,16.0,45
14603115001,27.0,12.0,16.0,45
14603116001,27.0,12.0,16.0,45
14604001001,27.0,19.0,12.0,37
14604005001,39.0,29.0,10.0,18
14604019001,13.0,9.0,11.0,195
14604027001,26.0,18.0,13.0,34
14604032001,14.0,11.0,13.0,118
14604033001,14.0,11.0,13.0,118
14604037001,14.0,11.0,13.0,118
14604038001,14.0,11.0,13.0,118
14604041001,13.0,8.0,11.0,219
14604042001,26.0,18.0,13.0,34
14604047001,13.0,8.0,11.0,219
14604058001,16.0,11.0,16.0,85
14604078001,43.0,32.0,17.0,7
14604080001,44.0,33.0,16.0,5
14604103001,27.0,18.0,12.0,37
14604111001,13.0,12.0,9.0,180
14604112001,13.0,12.0,9.0,180
14604114001,13.0,12.0,9.0,180
14604115001,13.0,12.0,9.0,180
14604117001,13.0,12.0,9.0,180
14604118001,13.0,12.0,9.0,180
14604119001,13.0,12.0,9.0,180
14604121001,13.0,12.0,9.0,180
14604123001,13.0,12.0,9.0,180
14604124001,13.0,12.0,9.0,180
14604125001,13.0,12.0,9.0,180
14604126001,13.0,12.0,9.0,180
14604127001,13.0,12.0,9.0,180
14604128001,38.0,28.0,26.0,8
14604157001,13.0,12.0,9.0,180
14604211001,13.0,9.0,11.0,195
14604254001,13.0,12.0,9.0,180
14604255001,35.0,25.0,10.0,22
14604256001,42.0,35.0,26.0,3
14604257001,37.0,32.0,13.0,13
14610001001,30.0,19.0,26.0,11
14610002001,44.0,31.0,28.0,4
14610004001,30.0,23.0,26.0,9
14610007001,34.0,33.0,30.0,6
14610008001,35.0,24.0,29.0,7
14610009001,29.0,23.0,26.0,13
14610010001,25.0,23.0,25.0,13
14610011001,35.0,31.0,31.0,5
14611001001,30.0,26.0,24.0,9
14611002001,29.0,27.0,29.0,10
14611003001,38.0,26.0,31.0,6
14611007001,33.0,30.0,32.0,6
14611008001,33.0,30.0,32.0,6
14611009001,35.0,25.0,29.0,7
14611010001,42.0,29.0,33.0,3
14611013001,35.0,27.0,27.0,8
14611014001,45.0,31.0,28.0,4
14611015001,39.0,26.0,31.0,6
14611018001,41.0,29.0,34.0,3
14611020001,35.0,20.0,30.0,9
14611022001,37.0,26.0,30.0,6
14611025001,35.0,26.0,29.0,6
14611899001,34.0,24.0,29.0,7
14611901001,31.0,22.0,30.0,8
14612005001,33.0,25.0,28.0,9
14612012001,20.0,13.0,30.0,24
14612015001,24.0,17.0,31.0,15
14612018002,33.0,24.0,28.0,9
14612021001,20.0,14.0,32.0,22
14612027001,39.0,22.0,26.0,10
14612031001,19.0,13.0,28.0,34
14612034001,28.0,23.0,29.0,11
14612035001,33.0,25.0,28.0,9
14612039001,26.0,21.0,31.0,10
14612040001,20.0,14.0,30.0,22
14612044001,31.0,21.0,28.0,10
14612059001,34.0,26.0,27.0,8
14612069001,34.0,25.0,28.0,9
14612075001,34.0,23.0,28.0,9
14612088001,29.0,22.0,30.0,8
14612900001,21.0,15.0,30.0,18
14612902001,33.0,21.0,28.0,10
14612910001,29.0,23.0,32.0,7
14612914001,20.0,15.0,23.0,36
14612916001,34.0,27.0,27.0,8
14612922001,34.0,25.0,24.0,9
14612925001,16.0,12.0,25.0,45
14612946001,30.0,23.0,33.0,7
14613004001,37.0,26.0,30.0,6
14613007001,35.0,24.0,30.0,7
14613009001,35.0,27.0,29.0,6
14613013001,40.0,30.0,28.0,4
14613014001,33.0,25.0,28.0,9
14613016001,40.0,28.0,35.0,3
14613017001,28.0,24.0,30.0,9
14613018001,25.0,20.0,30.0,11
14613019001,35.0,26.0,27.0,8
14613024001,34.0,23.0,28.0,9
14613026001,38.0,27.0,29.0,6
14613899001,35.0,23.0,30.0,7
14613900001,29.0,27.0,25.0,12
14613902001,34.0,25.0,29.0,7
14613904001,37.0,33.0,34.0,5
14613906001,24.0,17.0,32.0,15
14613907001,24.0,17.0,32.0,15
14613908001,38.0,26.0,31.0,6
14613909001,37.0,22.0,27.0,10
14613910001,33.0,26.0,28.0,8
14613911001,33.0,26.0,31.0,6
14613913001,39.0,27.0,33.0,6
14613915001,35.0,25.0,30.0,7
14613918001,35.0,25.0,28.0,9
14613939001,33.0,26.0,29.0,6
14614001001,37.0,25.0,31.0,7
14615002001,26.0,21.0,28.0,15
14615005001,29.0,22.0,21.0,17
14615009001,29.0,26.0,24.0,13
14615011001,32.0,32.0,30.0,6
14615012001,33.0,25.0,33.0,7
14615013001,24.0,19.0,20.0,21
14615016001,21.0,16.0,22.0,30
14615017001,36.0,24.0,29.0,7
14615019001,22.0,18.0,17.0,34
14615020001,25.0,18.0,29.0,17
14615021001,26.0,21.0,28.0,15
14615025001,24.0,19.0,23.0,18
14615027001,24.0,19.0,23.0,18
14615030001,35.0,25.0,30.0,7
14615031001,23.0,30.0,30.0,7
14615033001,28.0,18.0,13.0,34
14615035001,18.0,13.0,21.0,45
14615036001,38.0,26.0,31.0,6
14615038001,41.0,29.0,33.0,3
14615041001,39.0,12.0,24.0,22
14615042001,38.0,26.0,31.0,6
14615044001,34.0,23.0,30.0,7
14615047001,22.0,17.0,22.0,26
14615048001,39.0,26.0,31.0,6
14615050001,36.0,24.0,30.0,7
14615052001,24.0,18.0,23.0,20
14615053001,32.0,25.0,30.0,7
14615057001,32.0,25.0,30.0,7
14615059001,24.0,24.0,30.0,11
14615061001,36.0,33.0,35.0,5
14615063001,31.0,22.0,17.0,15
14615067001,27.0,21.0,28.0,15
14615070001,35.0,24.0,29.0,7
14615072001,16.0,11.0,24.0,49
14615076001,24.0,18.0,23.0,20
14615079001,34.0,25.0,30.0,7
14615081001,22.0,17.0,22.0,26
14615082001,32.0,25.0,33.0,7
14615083001,21.0,17.0,15.0,42
14615084001,38.0,26.0,30.0,6
14615101001,25.0,20.0,29.0,15
14615107001,29.0,23.0,29.0,11
14615108001,25.0,19.0,26.0,16
14615114001,27.0,24.0,26.0,13
14615129001,35.0,27.0,26.0,8
14615133001,33.0,23.0,29.0,7
14615894001,34.0,24.0,30.0,7
14615896001,39.0,27.0,32.0,6
14615897001,35.0,24.0,28.0,9
14615898001,35.0,24.0,28.0,9
14616001001,32.0,25.0,26.0,9
14616002001,30.0,24.0,26.0,9
14616006001,31.0,24.0,26.0,9
14616009001,31.0,24.0,31.0,7
14616013001,31.0,24.0,26.0,9
14616017001,32.0,25.0,26.0,9
14616018001,29.0,22.0,30.0,8
14616019001,33.0,33.0,32.0,5
14616020001,23.0,16.0,23.0,28
14616021001,37.0,30.0,32.0,6
14616022001,37.0,30.0,32.0,6
14616023001,30.0,24.0,26.0,9
14616026001,30.0,23.0,25.0,9
14616033001,32.0,26.0,28.0,8
14616037001,24.0,19.0,21.0,21
14616038001,31.0,24.0,26.0,9
14616040001,24.0,19.0,21.0,21
14616044001,30.0,24.0,27.0,9
14616048001,26.0,18.0,27.0,17
14616053001,32.0,25.0,26.0,9
14616054001,33.0,25.0,26.0,9
14616060001,30.0,24.0,27.0,9
14616075001,31.0,23.0,31.0,7
14616086001,17.0,12.0,24.0,41
14616102001,33.0,25.0,26.0,9
14616108001,24.0,19.0,24.0,18
14616194001,24.0,19.0,24.0,18
14616195001,24.0,19.0,24.0,18
14616203001,33.0,25.0,26.0,9
14620001001,33.0,25.0,26.0,9
14620004001,33.0,25.0,21.0,10
14620006001,34.0,22.0,28.0,10
14620007001,29.0,23.0,24.0,15
14620012001,40.0,28.0,20.0,6
14620013001,29.0,21.0,29.0,12
14620014001,33.0,23.0,28.0,9
14620019001,32.0,25.0,26.0,9
14620021001,32.0,25.0,26.0,9
14620022001,27.0,21.0,23.0,17
14620024001,28.0,22.0,27.0,14
14620028001,36.0,26.0,23.0,9
14620029001,30.0,24.0,27.0,9
14620030001,34.0,23.0,27.0,9
14620033001,30.0,24.0,27.0,9
14620034001,32.0,25.0,30.0,7
14620035001,24.0,17.0,27.0,21
14620036001,36.0,26.0,23.0,9
14620038001,25.0,17.0,27.0,18
14620039001,32.0,26.0,26.0,8
14620041001,24.0,19.0,26.0,18
14620042001,35.0,23.0,32.0,7
14620046001,31.0,23.0,21.0,12
14620048001,34.0,33.0,31.0,5
14620049001,30.0,23.0,26.0,9
14620051001,49.0,33.0,25.0,3
14620056001,22.0,24.0,19.0,18
14620057001,30.0,23.0,26.0,9
14620058001,30.0,24.0,27.0,9
14620060001,34.0,24.0,29.0,7
14620061001,27.0,21.0,30.0,10
14620062001,37.0,28.0,27.0,8
14620070001,30.0,23.0,26.0,9
14620072001,28.0,21.0,29.0,12
14620078001,31.0,24.0,28.0,9
14620081001,34.0,22.0,29.0,8
14620083001,29.0,22.0,20.0,18
14620084001,33.0,25.0,29.0,7
14620088001,36.0,26.0,23.0,9
14620091001,32.0,24.0,22.0,12
14620092001,36.0,26.0,23.0,9
14620093001,36.0,26.0,23.0,9
14620095001,32.0,25.0,19.0,11
14620103001,27.0,21.0,30.0,10
14620105001,27.0,20.0,29.0,15
14620107001,28.0,19.0,27.0,16
14620110001,24.0,19.0,26.0,18
14620111001,24.0,19.0,26.0,18
14620112001,27.0,20.0,17.0,23
14620113001,25.0,20.0,29.0,15
14620114001,33.0,25.0,28.0,9
14620115001,29.0,21.0,29.0,12
14620118001,26.0,35.0,27.0,8
