item_id,item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_quantity_order_unique_frequency,item_initial_quantity_inventory,total_demand,daily_mean,daily_std,total_order_freq,daily_freq_mean,cv2,adi,composite_metric,item_class,item_class_alphabetical,item_initial_inventory
87,10010043001,義美寶吉蔬果汁蘋果柳橙125ml,28.0,16.0,9.0,4032.0,3.42,24,168.0,PCS,"[6, 12, 24]","[24, 2, 10]",21,408,12.75,8.853648783083365,36,1.125,0.482196673735908,0.65625,14.34375,2,AX,36
88,10010044001,一日蔬果100水蜜桃蘋果蔬果汁160ml,33.0,16.0,10.0,5280.0,4.38,24,220.0,PCS,[6],[2],6,12,6.0,0.0,2,1.0,0.0,10.5,6.0,1,BY,6
89,10011001001,光泉果汁時刻蘋果汁TP250ml,34.0,20.0,11.0,7480.0,6.59,24,311.7,PCS,"[6, 12, 18, 24, 48]","[54, 12, 3, 101, 40]",60,4866,27.647727272727277,22.265689054931784,210,1.193181818181818,0.6485648474049026,0.1193181818181818,32.98876549586777,0,AY,85
90,10011003001,樹頂100純蘋果汁200ml,33.0,16.0,13.0,6864.0,5.44,24,286.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 96]","[162, 56, 8, 18, 2, 3, 1, 4, 1]",36,2718,14.010309278350515,14.371095663776874,255,1.3144329896907216,1.0521661259945851,0.1082474226804123,18.415612711233926,0,AY,52
91,10011004001,波蜜一日水果100蘋果汁250ml,31.0,17.0,13.0,6851.0,2.0,18,380.6,PCS,"[6, 12, 18]","[6, 1, 6]",20,156,13.0,6.179143806533246,13,1.0833333333333333,0.2259279182356105,1.75,14.083333333333332,0,AY,29
92,10011007001,囍瑞100純天然蘋果原汁1L,36.0,20.0,20.0,14400.0,13.28,12,1200.0,PCS,"[1, 2, 3, 6, 7, 9, 12, 13, 17, 24]","[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",15,101,7.214285714285714,8.459665127292809,16,1.1428571428571428,1.3750537277642465,1.5,8.244897959183673,1,BZ,29
93,10011008001,樹頂100純蘋果汁1000ml,39.0,17.0,26.0,17238.0,11.38,10,1723.8,PCS,"[1, 2, 3, 4, 6, 7, 10]","[22, 28, 3, 4, 5, 2, 1]",5,157,2.8035714285714284,2.1609732054806217,65,1.1607142857142858,0.5941218341883683,0.375,3.2541454081632653,1,BY,9
94,10011016001,黑松蘋果C/TP300ml,35.0,20.0,13.0,9100.0,7.9,24,379.2,PCS,"[6, 12, 18, 24, 30, 48, 72]","[72, 10, 2, 90, 1, 31, 3]",38,4482,27.163636363636364,28.39535579278185,209,1.2666666666666666,1.092744963594214,0.1272727272727272,34.407272727272726,0,AY,101
95,10011021001,光泉果汁時刻100蘋果綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.38,24,286.0,PCS,"[6, 12, 18, 24, 30, 48]","[19, 3, 1, 17, 1, 1]",27,654,15.951219512195122,10.271200561551202,42,1.024390243902439,0.4146241898830064,0.5121951219512195,16.340273646638906,2,AX,43
96,10011023001,義美寶吉純果汁蘋果TP125ml,27.0,16.0,9.0,3888.0,3.41,24,162.0,PCS,"[6, 12, 18, 24, 48]","[68, 17, 2, 33, 3]",24,1584,16.0,12.391570538400822,123,1.2424242424242424,0.5998086734693877,0.2121212121212121,19.87878787878788,0,AY,48
97,10011028001,樹頂100純蘋果汁 300ml,40.0,27.0,16.0,17280.0,11.36,24,720.0,PCS,"[1, 2, 3, 4, 5, 6]","[1, 3, 2, 3, 1, 7]",7,72,5.538461538461538,2.4703368398993897,17,1.3076923076923077,0.1989454732510288,1.6153846153846154,7.242603550295858,1,BY,12
98,10012002001,囍瑞100純天然柳橙原汁1L,36.0,20.0,20.0,14400.0,13.28,12,1200.0,PCS,"[1, 2, 7, 24]","[1, 1, 1, 1]",20,34,8.5,10.661457061146317,4,1.0,1.5732410611303342,5.25,8.5,1,BZ,36
99,10012006001,義美寶吉純果汁柳橙TP125ml,28.0,16.0,9.0,4032.0,3.4,24,168.0,PCS,"[6, 12, 18, 24, 30, 48]","[56, 19, 4, 17, 1, 3]",23,1218,14.0,15.572784847514486,100,1.1494252873563218,1.2373042240151877,0.2413793103448276,16.091954022988503,0,AY,55
100,10012008001,樹頂100純柳橙汁200ml,33.0,16.0,13.0,6864.0,5.45,24,286.0,PCS,"[6, 12]","[2, 2]",13,36,9.0,3.4641016151377544,4,1.0,0.1481481481481481,5.25,9.0,1,BY,18
101,10012009001,樹頂100純柳橙汁1000ml,29.0,18.0,26.0,13572.0,11.27,10,1357.2,PCS,"[1, 2]","[4, 3]",2,10,1.6666666666666667,0.5163977794943223,7,1.1666666666666667,0.096,3.5,1.9444444444444449,1,BY,3
102,10012011001,黑松柳橙C/TP300ml,35.0,20.0,13.0,9100.0,7.88,24,379.2,PCS,"[6, 12, 18, 24, 36, 48, 72]","[44, 12, 2, 52, 1, 27, 6]",44,3456,29.53846153846154,35.02253916175796,144,1.2307692307692308,1.4057869746767242,0.1794871794871795,36.35502958579882,0,AY,120
103,10012899001,美粒果柳橙汁450mlPet,40.0,27.0,22.0,23760.0,11.88,24,990.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 44, 48, 96]","[39, 15, 9, 3, 1, 19, 4, 3, 13, 1]",37,1872,23.696202531645568,35.724140523791235,107,1.3544303797468351,2.272825387593632,0.2658227848101265,32.094856593494626,0,AY,116
104,10012907001,光泉果汁時刻100柳橙綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.34,24,286.0,PCS,"[6, 12, 18, 24, 48, 96]","[34, 2, 3, 5, 1, 1]",28,546,13.0,16.600029385810018,46,1.0952380952380951,1.630538317217492,0.5,14.23809523809524,0,AY,56
105,10013003001,黑松葡萄C/TP300ml,35.0,20.0,13.0,9100.0,7.9,24,379.2,PCS,"[6, 12, 18, 24, 36, 48]","[96, 17, 3, 101, 1, 18]",49,4158,21.88421052631579,17.41030720557455,236,1.2421052631578948,0.6329233244645873,0.1105263157894736,27.182493074792248,0,AY,67
106,10013004001,囍瑞100純天然紅葡萄原汁1L,36.0,20.0,20.0,14400.0,13.28,12,1200.0,PCS,"[1, 3, 6, 12]","[3, 1, 1, 1]",9,24,4.0,4.381780460041329,6,1.0,1.1999999999999995,3.5,4.0,1,BZ,16
107,10013005001,光泉果汁時刻葡萄汁TP250ml,34.0,20.0,11.0,7480.0,6.71,24,311.7,PCS,"[6, 12, 18, 24, 30, 48, 72]","[28, 11, 1, 85, 1, 29, 6]",43,4212,29.66197183098592,29.66859201432848,161,1.1338028169014085,1.000446424947849,0.1478873239436619,33.63082721682206,0,AY,107
108,10013007001,光泉果汁時刻100葡萄綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.38,24,286.0,PCS,"[6, 12, 24, 48]","[5, 1, 3, 2]",36,210,21.0,27.60434748368452,11,1.1,1.7278911564625845,2.1,23.1,5,AZ,93
109,10013011001,波蜜一日水果100葡萄綜合果汁250ml,32.0,17.0,13.0,7072.0,5.0,18,392.9,PCS,[6],[2],6,12,6.0,0.0,2,1.0,0.0,10.5,6.0,1,BY,6
110,10013012001,義美寶吉純果汁葡萄TP125ml,27.0,16.0,9.0,3888.0,3.41,24,162.0,PCS,"[6, 12, 18, 24, 36, 42, 48]","[84, 21, 3, 33, 1, 1, 2]",22,1776,14.208,11.61984953542026,145,1.16,0.668859826751337,0.168,16.481279999999998,0,AY,45
111,10014001001,波蜜100蘋果葡萄汁TP160ml,33.0,16.0,10.0,5280.0,4.36,24,220.0,PCS,[6],[1],6,6,6.0,0.0,1,1.0,0.0,21.0,6.0,1,BY,6
112,10014005001,鮮剖100椰子汁含椰肉520ml,41.0,27.0,18.0,19926.0,14.66,24,830.3,PCS,"[3, 6, 9]","[2, 1, 1]",9,21,5.25,2.8722813232690143,4,1.0,0.2993197278911565,5.25,5.25,1,BY,13
113,10014006001,樹頂100蜜桃綜合果汁 1L,29.0,18.0,26.0,13572.0,11.428,10,1357.2,PCS,"[1, 3, 4]","[2, 1, 2]",5,13,3.25,1.5,5,1.25,0.2130177514792899,5.25,4.0625,1,BY,8
114,10014009001,崇德發天然黑麥汁Btl330ml,40.0,27.0,17.0,18360.0,12.08,24,765.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 96]","[58, 31, 12, 24, 2, 3, 2, 7, 1]",32,2196,22.181818181818183,21.19509167109679,140,1.414141414141414,0.9130116437867808,0.2121212121212121,31.3682277318641,0,AY,77
115,10014014001,噶瑪蘭麥汁can 310ml,40.0,27.0,13.0,14040.0,8.85,24,585.0,PCS,"[6, 12, 24]","[4, 1, 5]",29,156,19.5,14.252819269985048,10,1.25,0.5342349957734572,2.625,24.375,5,AZ,57
116,10014020001,崇德發天然黑麥汁Can330ml,41.0,17.0,13.0,9061.0,8.92,24,377.5,PCS,"[6, 12, 18, 24, 30, 36, 48]","[41, 19, 5, 16, 1, 2, 8]",30,1434,18.384615384615383,17.601823082401886,92,1.1794871794871795,0.9166556207749466,0.2692307692307692,21.68441814595661,0,AY,64
117,10014023001,優鮮沛綜合果汁蔓越莓TP250ml,35.0,21.0,11.0,8085.0,6.64,24,336.9,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 96]","[76, 19, 15, 89, 4, 2, 5, 29, 1]",60,4980,32.980132450331126,32.74537528642796,240,1.5894039735099337,0.9858143900904826,0.1390728476821192,52.4187535634402,0,AY,118
118,10014024001,酷椰嶼椰子汁250ml,35.0,18.0,14.0,8820.0,6.75,24,367.5,PCS,"[6, 12, 18, 30, 36]","[13, 3, 2, 1, 1]",20,216,11.36842105263158,9.142152228464644,20,1.0526315789473684,0.6466906721536351,1.105263157894737,11.966759002770084,0,AY,35
119,10014027001,台酒烏梅黑麥汁 Can 330ml,39.0,27.0,12.0,12636.0,9.05,24,526.5,PCS,"[6, 18]","[1, 1]",33,24,24.0,0.0,2,2.0,0.0,21.0,48.0,0,AY,24
120,10014028001,光泉果汁時刻芭芒柳汁TP250ml,34.0,20.0,11.0,7480.0,6.63,24,311.7,PCS,"[6, 12, 18, 24, 36, 42, 48, 60]","[58, 11, 7, 110, 1, 1, 51, 2]",64,5892,30.6875,26.725407053943123,241,1.2552083333333333,0.7584476994990559,0.109375,38.51920572916666,0,AY,100
121,10014029001,椰活100純椰子水 500ml,41.0,28.0,18.0,20664.0,12.92,24,861.0,PCS,"[3, 6, 9, 15, 18, 24, 48]","[11, 7, 1, 2, 1, 7, 1]",25,348,13.92,13.60735095453924,30,1.2,0.9555836305984938,0.84,16.704,0,AY,49
122,10014030001,優鮮沛蔓越莓綜合果汁Pet500ml,42.0,29.0,24.0,29232.0,13.78,24,1218.0,PCS,"[4, 8, 16, 24, 44]","[16, 2, 1, 3, 1]",22,212,12.470588235294118,14.13381427224629,23,1.3529411764705883,1.2845318618725523,1.2352941176470589,16.8719723183391,0,AY,49
123,10014032001,黑松百香果C/TP300ml,35.0,20.0,13.0,9100.0,7.88,24,379.2,PCS,"[6, 12, 18, 24, 30, 48]","[32, 5, 3, 34, 1, 16]",38,1920,25.6,24.72552024430126,91,1.2133333333333334,0.9328481313344597,0.28,31.061333333333337,0,AY,90
124,10014033001,黑松蜜桃C/TP300ml,35.0,20.0,13.0,9100.0,7.93,24,379.2,PCS,"[6, 12, 18, 24, 48]","[63, 13, 1, 61, 30]",37,3456,24.167832167832167,25.53483839831324,168,1.1748251748251748,1.116325472608025,0.1468531468531468,28.39297765171891,0,AY,90
125,10014034001,老北京御品酸梅湯TP300ml,35.0,20.0,13.0,9100.0,7.86,24,379.2,PCS,"[6, 12, 18, 24, 30, 48]","[13, 3, 1, 4, 1, 1]",26,306,14.571428571428571,14.016317021855023,23,1.0952380952380951,0.9252595155709344,1.0,15.959183673469388,0,AY,51
126,10014037001,好聖地100椰子水 350ml,40.0,27.0,13.0,14040.0,10.08,24,585.0,PCS,"[3, 6, 9]","[12, 2, 3]",7,75,4.411764705882353,2.3994484660389084,17,1.0,0.2957999999999999,1.2352941176470589,4.411764705882353,3,BX,11
127,10014041001,噶瑪蘭檸檬麥汁330ml,39.0,26.0,20.0,20280.0,13.89,24,845.0,PCS,"[6, 12, 24]","[3, 1, 1]",19,54,10.8,7.823042886243178,5,1.0,0.5246913580246912,4.2,10.8,1,BZ,31
128,10014043001,囍瑞100覆盆莓綜合原汁1L,36.0,20.0,20.0,14400.0,13.3,12,1200.0,PCS,[12],[1],12,12,12.0,0.0,1,1.0,0.0,21.0,12.0,0,AY,12
129,10014044001,SAKI水蜜桃果汁180ML,33.0,27.0,12.0,10692.0,6.2,30,356.4,PCS,[30],[2],30,60,30.0,0.0,2,1.0,0.0,10.5,30.0,0,AY,30
130,10014046001,崇德發天然黑麥汁Btl500ml,27.0,21.0,27.0,15309.0,10.0,12,1275.8,PCS,[12],[1],12,12,12.0,0.0,1,1.0,0.0,21.0,12.0,0,AY,12
131,10014051001,崇德發易開罐黑麥汁250ml,33.0,22.0,13.0,9438.0,7.0,24,393.3,PCS,"[24, 48]","[60, 13]",40,2064,33.29032258064516,19.606277931327647,73,1.1774193548387095,0.3468600661412018,0.3387096774193548,39.19667013527575,2,AX,84
132,10014053001,好聖地蜂蜜蘆薈露 350ml,41.0,28.0,14.0,16072.0,10.35,24,669.7,PCS,"[3, 18]","[2, 2]",23,42,14.0,6.928203230275509,4,1.3333333333333333,0.2448979591836734,7.0,18.666666666666664,0,AY,32
133,10014055001,鮮剖100純椰子汁 500ml,39.0,26.0,23.0,23322.0,13.2,24,971.8,PCS,[24],[1],24,24,24.0,0.0,1,1.0,0.0,21.0,24.0,0,AY,24
134,10014058001,貝思寶兒熱帶水果汁300ml　,40.0,27.0,15.0,16200.0,11.34,24,675.0,PCS,"[1, 4, 6]","[1, 1, 1]",7,11,3.6666666666666665,2.516611478423584,3,1.0,0.4710743801652894,7.0,3.6666666666666665,1,BY,11
135,10014059001,台鳳100％鳳梨純汁Can350ml,40.0,27.0,13.0,14040.0,10.0,24,585.0,PCS,"[6, 12]","[3, 2]",12,42,8.4,3.286335345030997,5,1.0,0.1530612244897959,4.2,8.4,1,BY,17
136,10014062001,囍瑞純天然蔓越莓汁200ml,33.0,15.0,13.0,6435.0,5.5,24,268.1,PCS,"[6, 12]","[2, 1]",12,24,8.0,3.4641016151377544,3,1.0,0.1874999999999999,7.0,8.0,1,BY,17
137,10014067001,愛之味莎莎亞椰奶TP250ml,41.0,17.0,14.0,9758.0,6.75,24,406.6,PCS,"[6, 18, 24, 30]","[6, 1, 3, 1]",26,156,15.6,14.19859147943908,11,1.1,0.8284023668639054,2.1,17.16,5,AZ,53
138,10014069001,波蜜芭樂汁300ml,35.0,20.0,13.0,9100.0,7.97,24,379.2,PCS,[6],[1],6,6,6.0,0.0,1,1.0,0.0,21.0,6.0,1,BY,6
139,10014074001,德國卡麥隆黑麥汁330ml,41.0,28.0,12.0,13776.0,8.8,24,574.0,PCS,"[6, 12, 24, 42, 54]","[18, 7, 3, 1, 1]",26,360,13.846153846153848,17.941443214395676,30,1.1538461538461535,1.6790222222222222,0.8076923076923077,15.976331360946745,0,AY,61
140,10014075001,卡麥隆石榴黑麥汁330ml,41.0,28.0,12.0,13776.0,8.75,24,574.0,PCS,[6],[1],6,6,6.0,0.0,1,1.0,0.0,21.0,6.0,1,BY,6
141,10014076001,德國卡麥隆檸檬黑麥汁330ml,40.0,28.0,12.0,13440.0,8.95,24,560.0,PCS,"[6, 12, 18, 24]","[8, 6, 2, 4]",23,252,15.75,7.861297602813418,20,1.25,0.2491307634164776,1.3125,19.6875,2,AX,36
142,10014080001,樹頂100蔓越莓綜合果汁200ml,41.0,27.0,16.0,17712.0,12.41,24,738.0,PCS,"[6, 12, 24]","[23, 5, 1]",12,222,7.655172413793103,3.8939134012397703,29,1.0,0.25873943441511,0.7241379310344828,7.655172413793103,3,BX,18
143,10014081001,樹頂100石榴莓綜合果汁200ml,41.0,27.0,16.0,17712.0,12.41,24,738.0,PCS,[6],[3],6,18,6.0,0.0,3,1.0,0.0,7.0,6.0,1,BY,6
144,10014083001,黑松桂花烏梅汁 900ml,31.0,23.0,26.0,18538.0,12.1,12,1544.8,PCS,"[1, 2, 3, 4, 6, 10, 12]","[3, 82, 1, 21, 16, 1, 2]",6,384,3.878787878787879,2.65834353545674,126,1.2727272727272727,0.4697103694993622,0.2121212121212121,4.9366391184573,3,BX,11
145,10014086001,酷椰嶼100純椰子汁350ml,40.0,27.0,23.0,24840.0,9.372,24,1035.0,PCS,"[4, 8, 12, 24, 44, 48]","[13, 7, 1, 5, 1, 2]",28,380,14.074074074074074,19.44998700004692,29,1.0740740740740742,1.9098487108459403,0.7777777777777778,15.116598079561044,0,AY,65
146,10014090001,波蜜多果汁TP250ml,35.0,20.0,11.0,7700.0,6.61,24,320.8,PCS,"[6, 12, 18, 24, 48, 54]","[60, 6, 6, 184, 87, 1]",64,9186,34.40449438202247,25.482731482020185,344,1.2883895131086145,0.5486073180802654,0.0786516853932584,44.32638976560199,0,AY,101
147,10014097001,老北京酸梅湯Pet900ml,30.0,23.0,24.0,16560.0,12.18,12,1380.0,PCS,"[1, 2, 6, 24]","[2, 2, 1, 1]",16,36,6.0,9.011104260855047,6,1.0,2.255555555555555,3.5,6.0,1,BZ,30
148,10014101001,義美酸梅湯250ml,35.0,20.0,11.0,7700.0,6.71,24,320.8,PCS,"[6, 12, 18, 24]","[10, 2, 1, 9]",24,318,18.705882352941178,13.563575790892834,22,1.2941176470588236,0.5257653969384123,1.2352941176470589,24.20761245674741,0,AY,54
149,10014103001,樹頂100石榴莓綜合果汁1L,39.0,17.0,26.0,17238.0,11.312,10,1723.8,PCS,"[1, 3]","[2, 1]",3,5,1.6666666666666667,1.1547005383792517,3,1.0,0.4800000000000001,7.0,1.6666666666666667,4,CY,5
150,10014106001,噶瑪蘭麥汁Btl330ml,39.0,26.0,20.0,20280.0,13.892,24,845.0,PCS,"[6, 12, 18, 24, 36]","[3, 2, 1, 2, 1]",29,144,18.0,10.63686312513502,9,1.125,0.3492063492063492,2.625,20.25,0,AY,46
151,10014109001,崇德發檸檬黑麥汁Btl330ml,40.0,27.0,18.0,19440.0,12.11,24,810.0,PCS,"[6, 12, 24]","[14, 6, 1]",15,180,10.0,7.970533969860858,21,1.1666666666666667,0.6352941176470589,1.1666666666666667,11.666666666666668,0,AY,31
152,10014110001,鮮剖100純天然椰子汁520ml,40.0,27.0,19.0,20520.0,14.71,24,855.0,PCS,"[3, 6]","[1, 2]",7,15,5.0,1.7320508075688772,3,1.0,0.12,7.0,5.0,1,BY,10
153,10014111001,崇德發白麥檸檬汁Can 330ml,41.0,28.0,12.0,13776.0,8.71,24,574.0,PCS,"[6, 12, 18, 24, 36, 48]","[6, 6, 1, 2, 1, 1]",30,258,18.428571428571427,14.59564890756718,17,1.2142857142857142,0.6272829388026792,1.5,22.37755102040816,5,AZ,57
154,10014112001,悅氏洛神仙楂茶1000ml,31.0,23.0,27.0,19251.0,13.3,12,1604.3,PCS,[12],[1],12,12,12.0,0.0,1,1.0,0.0,21.0,12.0,0,AY,12
155,10014113001,崇德發減糖黑麥汁Can 330ml,41.0,28.0,12.0,13776.0,8.7,24,574.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48]","[39, 19, 3, 25, 1, 1, 2, 5]",30,1506,19.55844155844156,18.063115592491894,95,1.2337662337662338,0.8529367537190302,0.2727272727272727,24.13054477989543,0,AY,67
156,10014117001,波蜜芭樂汁PET580ml,42.0,27.0,24.0,27216.0,15.5,24,1134.0,PCS,"[4, 8, 12, 16, 24]","[12, 6, 3, 1, 8]",23,340,14.166666666666666,19.34507389642053,30,1.25,1.864684820219648,0.875,17.708333333333332,0,AY,64
157,10014119001,鮮剖蜂蜜蘆薈汁CAN520ml,41.0,27.0,18.0,19926.0,14.5,24,830.3,PCS,"[3, 12]","[1, 2]",15,27,9.0,5.196152422706632,3,1.0,0.3333333333333333,7.0,9.0,1,BY,23
158,10014123001,紅牌水蜜桃汁飲料 490ml,41.0,28.0,18.0,20664.0,12.906,24,861.0,PCS,[3],[2],3,6,3.0,0.0,2,1.0,0.0,10.5,3.0,1,BY,3
159,10014126001,台酒原味黑麥汁 330ml,41.0,27.0,13.0,14391.0,9.0,24,599.6,PCS,"[6, 12, 18, 24, 42, 48]","[9, 3, 2, 13, 1, 1]",33,528,21.12,12.383860464330176,29,1.16,0.3438145661157024,0.84,24.4992,2,AX,54
160,10014127001,紅牌芒果綜合果汁飲料 490ml,41.0,28.0,18.0,20664.0,12.93,24,861.0,PCS,[3],[1],3,3,3.0,0.0,1,1.0,0.0,21.0,3.0,1,BY,3
161,10014130001,崇德發白麥汁330ml,40.0,27.0,17.0,18360.0,11.96,24,765.0,PCS,"[6, 12, 24, 48, 96]","[8, 1, 4, 3, 1]",52,396,28.285714285714285,31.259284335103665,17,1.2142857142857142,1.221303948576676,1.5,34.3469387755102,5,AZ,109
162,10014132001,大西洋芭樂汁Pet580ml,42.0,28.0,24.0,28224.0,15.92,24,1176.0,PCS,"[4, 24]","[5, 1]",16,44,7.333333333333333,8.164965809277259,6,1.0,1.2396694214876032,3.5,7.333333333333333,1,BZ,29
163,10014212001,VITA HYDRO 火烤100純椰子水 1000ml,44.0,18.0,27.0,21384.0,8.0,12,1782.0,PCS,"[1, 2, 3, 4, 6, 7, 9, 10]","[2, 1, 2, 1, 1, 1, 1, 1]",9,46,5.111111111111111,3.018461712712472,10,1.1111111111111112,0.3487712665406428,2.333333333333333,5.679012345679012,1,BY,13
164,10014214001,Innocent 100 椰子水 1L,44.0,18.0,27.0,21384.0,8.0,6,3564.0,PCS,"[1, 2, 3, 5]","[3, 3, 2, 2]",5,25,3.125,2.5319388392523003,10,1.25,0.6564571428571429,2.625,3.90625,1,BZ,10
165,10014898001,美粒果白葡萄蘆薈450mlPet,40.0,27.0,22.0,23760.0,11.87,24,990.0,PCS,"[4, 8, 12, 16, 24]","[18, 8, 2, 2, 7]",19,360,11.25,8.466251789005492,37,1.15625,0.5663401035444046,0.65625,13.0078125,0,AY,34
166,10014905001,崇德發多醣體護衛汁第二代200ml,37.0,25.0,17.0,15725.0,8.86,24,655.2,PCS,"[6, 12, 18, 24, 48]","[3, 2, 3, 6, 2]",38,336,25.846153846153847,21.96150478240716,16,1.2307692307692308,0.7219919217687076,1.6153846153846154,31.810650887573967,5,AZ,83
167,10015005001,津津綠蘆筍汁Pet600ml,38.0,26.0,24.0,23712.0,15.79,24,988.0,PCS,"[4, 16]","[1, 1]",19,20,10.0,8.48528137423857,2,1.0,0.7199999999999998,10.5,10.0,1,BZ,32
168,10015007001,津津蘆筍汁Can245ml,33.0,22.0,14.0,10164.0,7.26,24,423.5,PCS,"[24, 48, 72, 96]","[174, 51, 3, 4]",68,7224,41.28,42.17323877728053,232,1.3257142857142856,1.0437452987946267,0.12,54.72548571428571,0,AY,150
169,10015010001,波蜜漢宮蘆筍汁TP250ml,35.0,20.0,11.0,7700.0,6.64,24,320.8,PCS,"[6, 12, 18, 24, 30, 48, 72, 96]","[49, 5, 3, 113, 1, 51, 1, 1]",66,5766,32.76136363636363,28.50463393632965,224,1.2727272727272727,0.7570193763093331,0.1193181818181818,41.696280991735534,0,AY,107
170,10015011001,光泉正庄蘆筍汁TP250ml,34.0,20.0,11.0,7480.0,6.65,24,311.7,PCS,"[6, 12, 24, 36, 48]","[40, 5, 45, 1, 16]",36,2184,23.23404255319149,21.824532675244008,107,1.1382978723404256,0.8823488929834197,0.2234042553191489,26.447261204164786,0,AY,80
171,10016002001,可果美100蕃茄檸檬汁280ml,36.0,24.0,16.0,13824.0,7.93,24,576.0,PCS,"[1, 4, 8, 10, 12, 16, 24, 48]","[2, 5, 2, 1, 2, 1, 4, 1]",31,232,17.846153846153847,13.328204141632346,18,1.3846153846153846,0.5577685295283392,1.6153846153846154,24.710059171597635,5,AZ,53
172,10016006001,愛之味鮮採蕃茄汁-Oligo保健 250ml,40.0,16.0,13.0,8320.0,6.7,24,346.7,PCS,[6],[2],6,12,6.0,0.0,2,1.0,0.0,10.5,6.0,1,BY,6
173,10016011001,可果美無鹽蕃茄汁Can340ml,40.0,27.0,12.0,12960.0,9.97,24,540.0,PCS,"[4, 8, 12, 16, 20, 24, 32, 44]","[12, 3, 2, 1, 2, 2, 1, 1]",25,276,13.8,14.006013745981816,24,1.2,1.0300799257122009,1.05,16.56,0,AY,50
174,10016014001,統一嚴選素材番茄汁Can340ml,40.0,27.0,13.0,14040.0,10.09,24,585.0,PCS,"[6, 12, 18, 24, 36, 48]","[8, 5, 6, 15, 1, 13]",45,1236,31.692307692307693,25.22963362705581,48,1.2307692307692308,0.6337444374438782,0.5384615384615384,39.005917159763314,0,AY,97
175,10016015001,波蜜紅蕃茄汁TP250ml,35.0,20.0,11.0,7700.0,6.58,24,320.8,PCS,"[6, 12, 24, 48]","[10, 5, 54, 21]",41,2424,29.925925925925927,20.708559690245107,90,1.1111111111111112,0.4788556268993236,0.2592592592592592,33.251028806584365,2,AX,84
176,10016018001,愛之味鮮採蕃茄汁-Oligo腸道保 530ml,41.0,28.0,25.0,28700.0,14.5,24,1195.8,PCS,"[8, 16]","[1, 1]",30,24,24.0,0.0,2,2.0,0.0,21.0,48.0,0,AY,24
177,10016020001,鮮採蕃茄綜合蔬菜汁升級配方 530ml,41.0,28.0,25.0,28700.0,14.5,24,1195.8,PCS,"[4, 8, 12, 20, 24]","[35, 15, 3, 1, 8]",16,508,9.071428571428571,8.267916397644667,62,1.1071428571428572,0.8306934432050683,0.375,10.043367346938776,1,BY,31
178,10016021001,SAKI番茄汁180ML,33.0,27.0,12.0,10692.0,6.2,30,356.4,PCS,"[6, 36]","[2, 1]",34,48,16.0,17.320508075688775,3,1.0,1.1718750000000002,7.0,16.0,5,AZ,61
179,10020002001,貝納頌榛果拿鐵咖啡TP375,40.0,19.0,14.0,10640.0,9.6,24,443.3,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 48]","[32, 11, 2, 2, 1, 2, 2, 15, 2]",23,753,11.952380952380953,11.270041032968454,69,1.0952380952380951,0.8890826617703459,0.3333333333333333,13.090702947845806,0,AY,41
180,10020003001,伯朗醇黑咖啡無糖,40.0,27.0,10.0,10800.0,7.02,24,450.0,PCS,"[6, 12, 24, 30, 48]","[4, 1, 5, 1, 2]",39,282,25.63636363636364,18.800386843215367,13,1.181818181818182,0.5377999094612946,1.9090909090909087,30.297520661157023,5,AZ,75
181,10020004001,貝納頌經典拿鐵咖啡Can210ml,33.0,22.0,13.0,9438.0,6.43,24,393.3,PCS,"[6, 12, 18, 24, 30, 48]","[34, 14, 4, 12, 1, 1]",23,810,13.96551724137931,10.625962110811392,66,1.137931034482759,0.5789252280220443,0.3620689655172414,15.89179548156956,0,AY,42
182,10020006001,伯朗曼特寧咖啡二合一Can240ml,40.0,27.0,10.0,10800.0,7.06,24,450.0,PCS,[6],[1],6,6,6.0,0.0,1,1.0,0.0,21.0,6.0,1,BY,6
183,10020007001,伯朗咖啡原味Can240ml,40.0,27.0,10.0,10800.0,7.21,24,450.0,PCS,"[6, 12, 18, 24, 42, 48, 144, 180]","[64, 14, 2, 196, 1, 80, 6, 1]",85,10218,39.604651162790695,60.10016523730189,364,1.4108527131782946,2.302814457167667,0.0813953488372093,55.876329547503154,0,AY,195
184,10020008001,UCC Aroma Brew 艾洛瑪黑咖啡Pet 525ml,44.0,29.0,20.0,25520.0,13.9,24,1063.3,PCS,"[4, 8, 12, 16, 36, 48]","[24, 4, 1, 3, 1, 1]",19,272,8.774193548387096,11.427188856463792,34,1.096774193548387,1.6961505190311414,0.6774193548387096,9.623309053069718,1,BY,39
